,DATE,RATE
134,1999-09-17,4.75
135,1999-09-18,4.75
136,1999-09-19,4.75
137,1999-09-20,4.75
138,1999-09-21,4.75
139,1999-09-22,4.75
140,1999-09-23,4.75
141,1999-09-24,4.75
142,1999-09-25,4.75
143,1999-09-26,4.75
144,1999-09-27,4.75
145,1999-09-28,4.75
146,1999-09-29,4.75
147,1999-09-30,4.75
148,1999-10-01,4.75
149,1999-10-02,4.75
150,1999-10-03,4.75
151,1999-10-04,4.75
152,1999-10-05,4.75
153,1999-10-06,4.75
154,1999-10-07,4.75
155,1999-10-08,4.75
156,1999-10-09,4.75
157,1999-10-10,4.75
158,1999-10-11,4.75
159,1999-10-12,4.75
160,1999-10-13,4.75
161,1999-10-14,4.75
162,1999-10-15,4.75
163,1999-10-16,4.75
164,1999-10-17,4.75
165,1999-10-18,4.75
166,1999-10-19,4.75
167,1999-10-20,4.75
168,1999-10-21,4.75
169,1999-10-22,4.75
170,1999-10-23,4.75
171,1999-10-24,4.75
172,1999-10-25,4.75
173,1999-10-26,4.75
174,1999-10-27,4.75
175,1999-10-28,4.75
176,1999-10-29,4.75
177,1999-10-30,4.75
178,1999-10-31,4.75
179,1999-11-01,4.75
180,1999-11-02,4.75
181,1999-11-03,4.75
182,1999-11-04,4.75
183,1999-11-05,4.75
184,1999-11-06,4.75
185,1999-11-07,4.75
186,1999-11-08,4.75
187,1999-11-09,4.75
188,1999-11-10,4.75
189,1999-11-11,4.75
190,1999-11-12,4.75
191,1999-11-13,4.75
192,1999-11-14,4.75
193,1999-11-15,4.75
194,1999-11-16,4.75
195,1999-11-17,4.75
196,1999-11-18,4.75
197,1999-11-19,4.75
198,1999-11-20,4.75
199,1999-11-21,4.75
200,1999-11-22,4.75
201,1999-11-23,4.75
202,1999-11-24,4.75
203,1999-11-25,4.75
204,1999-11-26,4.75
205,1999-11-27,4.75
206,1999-11-28,4.75
207,1999-11-29,4.75
208,1999-11-30,4.75
209,1999-12-01,4.75
210,1999-12-02,4.75
211,1999-12-03,4.75
212,1999-12-04,4.75
213,1999-12-05,4.75
214,1999-12-06,4.75
215,1999-12-07,4.75
216,1999-12-08,4.75
217,1999-12-09,4.75
218,1999-12-10,4.75
219,1999-12-11,4.75
220,1999-12-12,4.75
221,1999-12-13,4.75
222,1999-12-14,4.75
223,1999-12-15,4.75
224,1999-12-16,4.75
225,1999-12-17,4.75
226,1999-12-18,4.75
227,1999-12-19,4.75
228,1999-12-20,4.75
229,1999-12-21,4.75
230,1999-12-22,4.75
231,1999-12-23,4.75
232,1999-12-24,4.75
233,1999-12-25,4.75
234,1999-12-26,4.75
235,1999-12-27,4.75
236,1999-12-28,4.75
237,1999-12-29,4.75
238,1999-12-30,4.75
239,1999-12-31,4.75
240,2000-01-01,4.75
241,2000-01-02,4.75
242,2000-01-03,4.75
243,2000-01-04,4.75
244,2000-01-05,4.75
245,2000-01-06,4.75
246,2000-01-07,4.75
247,2000-01-08,4.75
248,2000-01-09,4.75
249,2000-01-10,4.75
250,2000-01-11,4.75
251,2000-01-12,4.75
252,2000-01-13,4.75
253,2000-01-14,4.75
254,2000-01-15,4.75
255,2000-01-16,4.75
256,2000-01-17,4.75
257,2000-01-18,4.75
258,2000-01-19,4.75
259,2000-01-20,4.75
260,2000-01-21,4.75
261,2000-01-22,4.75
262,2000-01-23,4.75
263,2000-01-24,4.75
264,2000-01-25,4.75
265,2000-01-26,4.75
266,2000-01-27,4.75
267,2000-01-28,4.75
268,2000-01-29,4.75
269,2000-01-30,4.75
270,2000-01-31,4.75
271,2000-02-01,4.75
272,2000-02-02,4.75
273,2000-02-03,4.75
274,2000-02-04,4.75
275,2000-02-05,4.75
276,2000-02-06,4.75
277,2000-02-07,4.75
278,2000-02-08,4.75
279,2000-02-09,4.75
280,2000-02-10,5.0
281,2000-02-11,5.0
282,2000-02-12,5.0
283,2000-02-13,5.0
284,2000-02-14,5.0
285,2000-02-15,5.0
286,2000-02-16,5.0
287,2000-02-17,5.0
288,2000-02-18,5.0
289,2000-02-19,5.0
290,2000-02-20,5.0
291,2000-02-21,5.0
292,2000-02-22,5.0
293,2000-02-23,5.0
294,2000-02-24,5.0
295,2000-02-25,5.0
296,2000-02-26,5.0
297,2000-02-27,5.0
298,2000-02-28,5.0
299,2000-02-29,5.0
300,2000-03-01,5.0
301,2000-03-02,5.0
302,2000-03-03,5.0
303,2000-03-04,5.0
304,2000-03-05,5.0
305,2000-03-06,5.0
306,2000-03-07,5.0
307,2000-03-08,5.0
308,2000-03-09,5.0
309,2000-03-10,5.0
310,2000-03-11,5.0
311,2000-03-12,5.0
312,2000-03-13,5.0
313,2000-03-14,5.0
314,2000-03-15,5.0
315,2000-03-16,5.0
316,2000-03-17,5.0
317,2000-03-18,5.0
318,2000-03-19,5.0
319,2000-03-20,5.0
320,2000-03-21,5.0
321,2000-03-22,5.0
322,2000-03-23,5.0
323,2000-03-24,5.0
324,2000-03-25,5.0
325,2000-03-26,5.0
326,2000-03-27,5.0
327,2000-03-28,5.0
328,2000-03-29,5.0
329,2000-03-30,5.0
330,2000-03-31,5.0
331,2000-04-01,5.0
332,2000-04-02,5.0
333,2000-04-03,5.0
334,2000-04-04,5.0
335,2000-04-05,5.0
336,2000-04-06,5.0
337,2000-04-07,5.0
338,2000-04-08,5.0
339,2000-04-09,5.0
340,2000-04-10,5.0
341,2000-04-11,5.0
342,2000-04-12,5.0
343,2000-04-13,5.0
344,2000-04-14,5.0
345,2000-04-15,5.0
346,2000-04-16,5.0
347,2000-04-17,5.0
348,2000-04-18,5.0
349,2000-04-19,5.0
350,2000-04-20,5.0
351,2000-04-21,5.0
352,2000-04-22,5.0
353,2000-04-23,5.0
354,2000-04-24,5.0
355,2000-04-25,5.0
356,2000-04-26,5.0
357,2000-04-27,5.0
358,2000-04-28,5.0
359,2000-04-29,5.0
360,2000-04-30,5.0
361,2000-05-01,5.0
362,2000-05-02,5.0
363,2000-05-03,5.0
364,2000-05-04,5.0
365,2000-05-05,5.0
366,2000-05-06,5.0
367,2000-05-07,5.0
368,2000-05-08,5.0
369,2000-05-09,5.0
370,2000-05-10,5.0
371,2000-05-11,5.0
372,2000-05-12,5.0
373,2000-05-13,5.0
374,2000-05-14,5.0
375,2000-05-15,5.0
376,2000-05-16,5.0
377,2000-05-17,5.0
378,2000-05-18,5.0
379,2000-05-19,5.0
380,2000-05-20,5.0
381,2000-05-21,5.0
382,2000-05-22,5.0
383,2000-05-23,5.0
384,2000-05-24,5.0
385,2000-05-25,5.0
386,2000-05-26,5.0
387,2000-05-27,5.0
388,2000-05-28,5.0
389,2000-05-29,5.0
390,2000-05-30,5.0
391,2000-05-31,5.0
392,2000-06-01,5.0
393,2000-06-02,5.0
394,2000-06-03,5.0
395,2000-06-04,5.0
396,2000-06-05,5.0
397,2000-06-06,5.0
398,2000-06-07,5.0
399,2000-06-08,5.0
400,2000-06-09,5.0
401,2000-06-10,5.0
402,2000-06-11,5.0
403,2000-06-12,5.0
404,2000-06-13,5.0
405,2000-06-14,5.0
406,2000-06-15,5.0
407,2000-06-16,5.0
408,2000-06-17,5.0
409,2000-06-18,5.0
410,2000-06-19,5.0
411,2000-06-20,5.0
412,2000-06-21,5.0
413,2000-06-22,5.0
414,2000-06-23,5.0
415,2000-06-24,5.0
416,2000-06-25,5.0
417,2000-06-26,5.0
418,2000-06-27,5.0
419,2000-06-28,5.0
420,2000-06-29,5.0
421,2000-06-30,5.0
422,2000-07-01,5.0
423,2000-07-02,5.0
424,2000-07-03,5.0
425,2000-07-04,5.0
426,2000-07-05,5.0
427,2000-07-06,5.0
428,2000-07-07,5.0
429,2000-07-08,5.0
430,2000-07-09,5.0
431,2000-07-10,5.0
432,2000-07-11,5.0
433,2000-07-12,5.0
434,2000-07-13,5.0
435,2000-07-14,5.0
436,2000-07-15,5.0
437,2000-07-16,5.0
438,2000-07-17,5.0
439,2000-07-18,5.0
440,2000-07-19,5.0
441,2000-07-20,5.0
442,2000-07-21,5.0
443,2000-07-22,5.0
444,2000-07-23,5.0
445,2000-07-24,5.0
446,2000-07-25,5.0
447,2000-07-26,5.0
448,2000-07-27,5.0
449,2000-07-28,5.0
450,2000-07-29,5.0
451,2000-07-30,5.0
452,2000-07-31,5.0
453,2000-08-01,5.0
454,2000-08-02,5.0
455,2000-08-03,5.0
456,2000-08-04,5.0
457,2000-08-05,5.0
458,2000-08-06,5.0
459,2000-08-07,5.0
460,2000-08-08,5.0
461,2000-08-09,5.0
462,2000-08-10,5.0
463,2000-08-11,5.0
464,2000-08-12,5.0
465,2000-08-13,5.0
466,2000-08-14,5.0
467,2000-08-15,5.0
468,2000-08-16,5.0
469,2000-08-17,5.0
470,2000-08-18,5.0
471,2000-08-19,5.0
472,2000-08-20,5.0
473,2000-08-21,5.0
474,2000-08-22,5.0
475,2000-08-23,5.0
476,2000-08-24,5.0
477,2000-08-25,5.0
478,2000-08-26,5.0
479,2000-08-27,5.0
480,2000-08-28,5.0
481,2000-08-29,5.0
482,2000-08-30,5.0
483,2000-08-31,5.0
484,2000-09-01,5.0
485,2000-09-02,5.0
486,2000-09-03,5.0
487,2000-09-04,5.0
488,2000-09-05,5.0
489,2000-09-06,5.0
490,2000-09-07,5.0
491,2000-09-08,5.0
492,2000-09-09,5.0
493,2000-09-10,5.0
494,2000-09-11,5.0
495,2000-09-12,5.0
496,2000-09-13,5.0
497,2000-09-14,5.0
498,2000-09-15,5.0
499,2000-09-16,5.0
500,2000-09-17,5.0
501,2000-09-18,5.0
502,2000-09-19,5.0
503,2000-09-20,5.0
504,2000-09-21,5.0
505,2000-09-22,5.0
506,2000-09-23,5.0
507,2000-09-24,5.0
508,2000-09-25,5.0
509,2000-09-26,5.0
510,2000-09-27,5.0
511,2000-09-28,5.0
512,2000-09-29,5.0
513,2000-09-30,5.0
514,2000-10-01,5.0
515,2000-10-02,5.0
516,2000-10-03,5.0
517,2000-10-04,5.0
518,2000-10-05,5.25
519,2000-10-06,5.25
520,2000-10-07,5.25
521,2000-10-08,5.25
522,2000-10-09,5.25
523,2000-10-10,5.25
524,2000-10-11,5.25
525,2000-10-12,5.25
526,2000-10-13,5.25
527,2000-10-14,5.25
528,2000-10-15,5.25
529,2000-10-16,5.25
530,2000-10-17,5.25
531,2000-10-18,5.25
532,2000-10-19,5.25
533,2000-10-20,5.25
534,2000-10-21,5.25
535,2000-10-22,5.25
536,2000-10-23,5.25
537,2000-10-24,5.25
538,2000-10-25,5.25
539,2000-10-26,5.25
540,2000-10-27,5.25
541,2000-10-28,5.25
542,2000-10-29,5.25
543,2000-10-30,5.25
544,2000-10-31,5.25
545,2000-11-01,5.25
546,2000-11-02,5.25
547,2000-11-03,5.25
548,2000-11-04,5.25
549,2000-11-05,5.25
550,2000-11-06,5.25
551,2000-11-07,5.25
552,2000-11-08,5.25
553,2000-11-09,5.25
554,2000-11-10,5.25
555,2000-11-11,5.25
556,2000-11-12,5.25
557,2000-11-13,5.25
558,2000-11-14,5.25
559,2000-11-15,5.25
560,2000-11-16,5.25
561,2000-11-17,5.25
562,2000-11-18,5.25
563,2000-11-19,5.25
564,2000-11-20,5.25
565,2000-11-21,5.25
566,2000-11-22,5.25
567,2000-11-23,5.25
568,2000-11-24,5.25
569,2000-11-25,5.25
570,2000-11-26,5.25
571,2000-11-27,5.25
572,2000-11-28,5.25
573,2000-11-29,5.25
574,2000-11-30,5.25
575,2000-12-01,5.25
576,2000-12-02,5.25
577,2000-12-03,5.25
578,2000-12-04,5.25
579,2000-12-05,5.25
580,2000-12-06,5.25
581,2000-12-07,5.25
582,2000-12-08,5.25
583,2000-12-09,5.25
584,2000-12-10,5.25
585,2000-12-11,5.25
586,2000-12-12,5.25
587,2000-12-13,5.25
588,2000-12-14,5.25
589,2000-12-15,5.25
590,2000-12-16,5.25
591,2000-12-17,5.25
592,2000-12-18,5.25
593,2000-12-19,5.25
594,2000-12-20,5.25
595,2000-12-21,5.25
596,2000-12-22,5.25
597,2000-12-23,5.25
598,2000-12-24,5.25
599,2000-12-25,5.25
600,2000-12-26,5.25
601,2000-12-27,5.25
602,2000-12-28,5.25
603,2000-12-29,5.25
604,2000-12-30,5.25
605,2000-12-31,5.25
606,2001-01-01,5.25
607,2001-01-02,5.25
608,2001-01-03,5.25
609,2001-01-04,5.25
610,2001-01-05,5.25
611,2001-01-06,5.25
612,2001-01-07,5.25
613,2001-01-08,5.25
614,2001-01-09,5.25
615,2001-01-10,5.25
616,2001-01-11,5.25
617,2001-01-12,5.25
618,2001-01-13,5.25
619,2001-01-14,5.25
620,2001-01-15,5.25
621,2001-01-16,5.25
622,2001-01-17,5.25
623,2001-01-18,5.25
624,2001-01-19,5.25
625,2001-01-20,5.25
626,2001-01-21,5.25
627,2001-01-22,5.25
628,2001-01-23,5.25
629,2001-01-24,5.25
630,2001-01-25,5.25
631,2001-01-26,5.25
632,2001-01-27,5.25
633,2001-01-28,5.25
634,2001-01-29,5.25
635,2001-01-30,5.25
636,2001-01-31,5.25
637,2001-02-01,5.25
638,2001-02-02,5.25
639,2001-02-03,5.25
640,2001-02-04,5.25
641,2001-02-05,5.25
642,2001-02-06,5.25
643,2001-02-07,5.25
644,2001-02-08,5.0
645,2001-02-09,5.0
646,2001-02-10,5.0
647,2001-02-11,5.0
648,2001-02-12,5.0
649,2001-02-13,5.0
650,2001-02-14,5.0
651,2001-02-15,5.0
652,2001-02-16,5.0
653,2001-02-17,5.0
654,2001-02-18,5.0
655,2001-02-19,5.0
656,2001-02-20,5.0
657,2001-02-21,5.0
658,2001-02-22,5.0
659,2001-02-23,5.0
660,2001-02-24,5.0
661,2001-02-25,5.0
662,2001-02-26,5.0
663,2001-02-27,5.0
664,2001-02-28,5.0
665,2001-03-01,5.0
666,2001-03-02,5.0
667,2001-03-03,5.0
668,2001-03-04,5.0
669,2001-03-05,5.0
670,2001-03-06,5.0
671,2001-03-07,5.0
672,2001-03-08,5.0
673,2001-03-09,5.0
674,2001-03-10,5.0
675,2001-03-11,5.0
676,2001-03-12,5.0
677,2001-03-13,5.0
678,2001-03-14,5.0
679,2001-03-15,5.0
680,2001-03-16,5.0
681,2001-03-17,5.0
682,2001-03-18,5.0
683,2001-03-19,5.0
684,2001-03-20,5.0
685,2001-03-21,5.0
686,2001-03-22,5.0
687,2001-03-23,5.0
688,2001-03-24,5.0
689,2001-03-25,5.0
690,2001-03-26,5.0
691,2001-03-27,5.0
692,2001-03-28,5.0
693,2001-03-29,5.0
694,2001-03-30,5.0
695,2001-03-31,5.0
696,2001-04-01,5.0
697,2001-04-02,5.0
698,2001-04-03,5.0
699,2001-04-04,5.0
700,2001-04-05,5.0
701,2001-04-06,5.0
702,2001-04-07,5.0
703,2001-04-08,5.0
704,2001-04-09,5.0
705,2001-04-10,5.0
706,2001-04-11,5.0
707,2001-04-12,5.0
708,2001-04-13,5.0
709,2001-04-14,5.0
710,2001-04-15,5.0
711,2001-04-16,5.0
712,2001-04-17,5.0
713,2001-04-18,5.0
714,2001-04-19,5.0
715,2001-04-20,5.0
716,2001-04-21,5.0
717,2001-04-22,5.0
718,2001-04-23,5.0
719,2001-04-24,5.0
720,2001-04-25,5.0
721,2001-04-26,5.0
722,2001-04-27,5.0
723,2001-04-28,5.0
724,2001-04-29,5.0
725,2001-04-30,5.0
726,2001-05-01,5.0
727,2001-05-02,5.0
728,2001-05-03,5.0
729,2001-05-04,5.0
730,2001-05-05,5.0
731,2001-05-06,5.0
732,2001-05-07,5.0
733,2001-05-08,5.0
734,2001-05-09,5.0
735,2001-05-10,5.0
736,2001-05-11,5.0
737,2001-05-12,5.0
738,2001-05-13,5.0
739,2001-05-14,5.0
740,2001-05-15,5.0
741,2001-05-16,5.0
742,2001-05-17,5.0
743,2001-05-18,5.0
744,2001-05-19,5.0
745,2001-05-20,5.0
746,2001-05-21,5.0
747,2001-05-22,5.0
748,2001-05-23,5.0
749,2001-05-24,5.0
750,2001-05-25,5.0
751,2001-05-26,5.0
752,2001-05-27,5.0
753,2001-05-28,5.0
754,2001-05-29,5.0
755,2001-05-30,5.0
756,2001-05-31,5.0
757,2001-06-01,5.0
758,2001-06-02,5.0
759,2001-06-03,5.0
760,2001-06-04,5.0
761,2001-06-05,5.0
762,2001-06-06,5.0
763,2001-06-07,5.0
764,2001-06-08,5.0
765,2001-06-09,5.0
766,2001-06-10,5.0
767,2001-06-11,5.0
768,2001-06-12,5.0
769,2001-06-13,5.0
770,2001-06-14,5.0
771,2001-06-15,5.0
772,2001-06-16,5.0
773,2001-06-17,5.0
774,2001-06-18,5.0
775,2001-06-19,5.0
776,2001-06-20,5.0
777,2001-06-21,5.0
778,2001-06-22,5.0
779,2001-06-23,5.0
780,2001-06-24,5.0
781,2001-06-25,5.0
782,2001-06-26,5.0
783,2001-06-27,5.0
784,2001-06-28,5.0
785,2001-06-29,5.0
786,2001-06-30,5.0
787,2001-07-01,5.0
788,2001-07-02,5.0
789,2001-07-03,5.0
790,2001-07-04,5.0
791,2001-07-05,4.75
792,2001-07-06,4.75
793,2001-07-07,4.75
794,2001-07-08,4.75
795,2001-07-09,4.75
796,2001-07-10,4.75
797,2001-07-11,4.75
798,2001-07-12,4.75
799,2001-07-13,4.75
800,2001-07-14,4.75
801,2001-07-15,4.75
802,2001-07-16,4.75
803,2001-07-17,4.75
804,2001-07-18,4.75
805,2001-07-19,4.75
806,2001-07-20,4.75
807,2001-07-21,4.75
808,2001-07-22,4.75
809,2001-07-23,4.75
810,2001-07-24,4.75
811,2001-07-25,4.75
812,2001-07-26,4.75
813,2001-07-27,4.75
814,2001-07-28,4.75
815,2001-07-29,4.75
816,2001-07-30,4.75
817,2001-07-31,4.75
818,2001-08-01,4.75
819,2001-08-02,4.75
820,2001-08-03,4.75
821,2001-08-04,4.75
822,2001-08-05,4.75
823,2001-08-06,4.75
824,2001-08-07,4.75
825,2001-08-08,4.75
826,2001-08-09,4.5
827,2001-08-10,4.5
828,2001-08-11,4.5
829,2001-08-12,4.5
830,2001-08-13,4.5
831,2001-08-14,4.5
832,2001-08-15,4.5
833,2001-08-16,4.5
834,2001-08-17,4.5
835,2001-08-18,4.5
836,2001-08-19,4.5
837,2001-08-20,4.5
838,2001-08-21,4.5
839,2001-08-22,4.5
840,2001-08-23,4.5
841,2001-08-24,4.5
842,2001-08-25,4.5
843,2001-08-26,4.5
844,2001-08-27,4.5
845,2001-08-28,4.5
846,2001-08-29,4.5
847,2001-08-30,4.5
848,2001-08-31,4.5
849,2001-09-01,4.5
850,2001-09-02,4.5
851,2001-09-03,4.5
852,2001-09-04,4.5
853,2001-09-05,4.5
854,2001-09-06,4.5
855,2001-09-07,4.5
856,2001-09-08,4.5
857,2001-09-09,4.5
858,2001-09-10,4.5
859,2001-09-11,4.5
860,2001-09-12,4.5
861,2001-09-13,4.5
862,2001-09-14,4.5
863,2001-09-15,4.5
864,2001-09-16,4.5
865,2001-09-17,4.5
866,2001-09-18,4.5
867,2001-09-19,4.0
868,2001-09-20,4.0
869,2001-09-21,4.0
870,2001-09-22,4.0
871,2001-09-23,4.0
872,2001-09-24,4.0
873,2001-09-25,4.0
874,2001-09-26,4.0
875,2001-09-27,4.0
876,2001-09-28,4.0
877,2001-09-29,4.0
878,2001-09-30,4.0
879,2001-10-01,4.0
880,2001-10-02,4.0
881,2001-10-03,4.0
882,2001-10-04,4.0
883,2001-10-05,4.0
884,2001-10-06,4.0
885,2001-10-07,4.0
886,2001-10-08,4.0
887,2001-10-09,4.0
888,2001-10-10,4.0
889,2001-10-11,4.0
890,2001-10-12,4.0
891,2001-10-13,4.0
892,2001-10-14,4.0
893,2001-10-15,4.0
894,2001-10-16,4.0
895,2001-10-17,4.0
896,2001-10-18,4.0
897,2001-10-19,4.0
898,2001-10-20,4.0
899,2001-10-21,4.0
900,2001-10-22,4.0
901,2001-10-23,4.0
902,2001-10-24,4.0
903,2001-10-25,4.0
904,2001-10-26,4.0
905,2001-10-27,4.0
906,2001-10-28,4.0
907,2001-10-29,4.0
908,2001-10-30,4.0
909,2001-10-31,4.0
910,2001-11-01,4.0
911,2001-11-02,4.0
912,2001-11-03,4.0
913,2001-11-04,4.0
914,2001-11-05,4.0
915,2001-11-06,4.0
916,2001-11-07,4.0
917,2001-11-08,4.0
918,2001-11-09,4.0
919,2001-11-10,4.0
920,2001-11-11,4.0
921,2001-11-12,4.0
922,2001-11-13,4.0
923,2001-11-14,4.0
924,2001-11-15,4.0
925,2001-11-16,4.0
926,2001-11-17,4.0
927,2001-11-18,4.0
928,2001-11-19,4.0
929,2001-11-20,4.0
930,2001-11-21,4.0
931,2001-11-22,4.0
932,2001-11-23,4.0
933,2001-11-24,4.0
934,2001-11-25,4.0
935,2001-11-26,4.0
936,2001-11-27,4.0
937,2001-11-28,4.0
938,2001-11-29,4.0
939,2001-11-30,4.0
940,2001-12-01,4.0
941,2001-12-02,4.0
942,2001-12-03,4.0
943,2001-12-04,4.0
944,2001-12-05,4.0
945,2001-12-06,4.0
946,2001-12-07,4.0
947,2001-12-08,4.0
948,2001-12-09,4.0
949,2001-12-10,4.0
950,2001-12-11,4.0
951,2001-12-12,4.0
952,2001-12-13,4.0
953,2001-12-14,4.0
954,2001-12-15,4.0
955,2001-12-16,4.0
956,2001-12-17,4.0
957,2001-12-18,4.0
958,2001-12-19,4.0
959,2001-12-20,4.0
960,2001-12-21,4.0
961,2001-12-22,4.0
962,2001-12-23,4.0
963,2001-12-24,4.0
964,2001-12-25,4.0
965,2001-12-26,4.0
966,2001-12-27,4.0
967,2001-12-28,4.0
968,2001-12-29,4.0
969,2001-12-30,4.0
970,2001-12-31,4.0
971,2002-01-01,4.0
972,2002-01-02,4.0
973,2002-01-03,4.0
974,2002-01-04,4.0
975,2002-01-05,4.0
976,2002-01-06,4.0
977,2002-01-07,4.0
978,2002-01-08,4.0
979,2002-01-09,4.0
980,2002-01-10,4.0
981,2002-01-11,4.0
982,2002-01-12,4.0
983,2002-01-13,4.0
984,2002-01-14,4.0
985,2002-01-15,4.0
986,2002-01-16,4.0
987,2002-01-17,4.0
988,2002-01-18,4.0
989,2002-01-19,4.0
990,2002-01-20,4.0
991,2002-01-21,4.0
992,2002-01-22,4.0
993,2002-01-23,4.0
994,2002-01-24,4.0
995,2002-01-25,4.0
996,2002-01-26,4.0
997,2002-01-27,4.0
998,2002-01-28,4.0
999,2002-01-29,4.0
1000,2002-01-30,4.0
1001,2002-01-31,4.0
1002,2002-02-01,4.0
1003,2002-02-02,4.0
1004,2002-02-03,4.0
1005,2002-02-04,4.0
1006,2002-02-05,4.0
1007,2002-02-06,4.0
1008,2002-02-07,4.0
1009,2002-02-08,4.0
1010,2002-02-09,4.0
1011,2002-02-10,4.0
1012,2002-02-11,4.0
1013,2002-02-12,4.0
1014,2002-02-13,4.0
1015,2002-02-14,4.0
1016,2002-02-15,4.0
1017,2002-02-16,4.0
1018,2002-02-17,4.0
1019,2002-02-18,4.0
1020,2002-02-19,4.0
1021,2002-02-20,4.0
1022,2002-02-21,4.0
1023,2002-02-22,4.0
1024,2002-02-23,4.0
1025,2002-02-24,4.0
1026,2002-02-25,4.0
1027,2002-02-26,4.0
1028,2002-02-27,4.0
1029,2002-02-28,4.0
1030,2002-03-01,4.0
1031,2002-03-02,4.0
1032,2002-03-03,4.0
1033,2002-03-04,4.0
1034,2002-03-05,4.0
1035,2002-03-06,4.0
1036,2002-03-07,4.0
1037,2002-03-08,4.0
1038,2002-03-09,4.0
1039,2002-03-10,4.0
1040,2002-03-11,4.0
1041,2002-03-12,4.0
1042,2002-03-13,4.0
1043,2002-03-14,4.0
1044,2002-03-15,4.0
1045,2002-03-16,4.0
1046,2002-03-17,4.0
1047,2002-03-18,4.0
1048,2002-03-19,4.0
1049,2002-03-20,4.0
1050,2002-03-21,4.0
1051,2002-03-22,4.0
1052,2002-03-23,4.0
1053,2002-03-24,4.0
1054,2002-03-25,4.0
1055,2002-03-26,4.0
1056,2002-03-27,4.0
1057,2002-03-28,4.0
1058,2002-03-29,4.0
1059,2002-03-30,4.0
1060,2002-03-31,4.0
1061,2002-04-01,4.0
1062,2002-04-02,4.0
1063,2002-04-03,4.0
1064,2002-04-04,4.0
1065,2002-04-05,4.0
1066,2002-04-06,4.0
1067,2002-04-07,4.0
1068,2002-04-08,4.0
1069,2002-04-09,4.0
